Txn Ref Number,Account Number,Date Time,Description,Withdrawals,Credit
TXN4000376,544914915,30-06-2025 22:20,Fuel Expense,903.40,
TXN4000377,259331851,25-06-2025 22:26,Online Shopping - Amazon,4523.53,
TXN4000378,957129235,14-07-2025 05:22,Grocery Purchase,2710.12,
TXN4000379,259331851,25-06-2025 17:13,Utility Bill - Electricity,3282.02,
TXN4000380,192139634,14-09-2025 07:41,Swiggy Instamart,1259.89,
TXN4000381,192139634,02-07-2025 18:54,Grocery Purchase,4322.94,
TXN4000382,573064860,04-02-2025 08:37,Refund - Online Purchase,,6771.65
TXN4000383,259331851,12-04-2025 00:28,Grocery Purchase,538.68,
TXN4000384,259331851,16-07-2025 14:13,Zomato Order,864.52,
TXN4000385,573064860,30-08-2025 02:43,Fuel Expense,901.51,
TXN4000386,192139634,15-05-2025 04:20,Restaurant Bill,1652.21,
TXN4000387,259331851,25-02-2025 15:40,Zomato Order,293.64,
TXN4000388,635153307,01-08-2025 04:18,Online Shopping - Flipkart,1829.21,
TXN4000389,924583611,07-03-2025 03:40,Utility Bill - Electricity,3670.65,
TXN4000390,305218736,15-05-2025 05:48,Investment Dividend,,4848.95
TXN4000391,573064860,08-03-2025 09:38,Refund - Online Purchase,,5536.37
TXN4000392,573064860,13-07-2025 05:34,Freelance Payment,,22012.09
TXN4000393,635153307,21-03-2025 15:38,UPI Payment,978.61,
TXN4000394,259331851,19-10-2025 14:24,Online Shopping - Flipkart,4453.04,
TXN4000395,192139634,08-10-2025 06:02,Restaurant Bill,2012.65,
TXN4000396,192139634,04-07-2025 05:54,Subscription Renewal,680.87,
TXN4000397,573064860,12-08-2025 16:57,ATM Withdrawal,6527.99,
TXN4000398,924583611,28-10-2025 20:24,ATM Withdrawal,1800.81,
TXN4000399,305218736,27-09-2025 13:06,ATM Withdrawal,2035.86,
TXN4000400,573064860,15-01-2025 00:36,Interest Credit,,266.66
TXN4000401,957129235,21-06-2025 10:16,Transfer to Friend,10543.80,
TXN4000402,578818953,11-02-2025 02:16,Subscription Renewal,325.26,
TXN4000403,573064860,11-02-2025 14:55,UPI Payment,598.48,
TXN4000404,192139634,12-01-2025 15:38,Fuel Expense,704.06,
TXN4000405,192139634,16-01-2025 15:25,Swiggy Instamart,1325.93,
TXN4000406,635153307,25-04-2025 06:46,Grocery Purchase,2406.95,
TXN4000407,560058708,15-07-2025 10:49,Insurance Premium,6238.72,
TXN4000408,635153307,20-10-2025 20:49,Refund - Online Purchase,,4762.82
TXN4000409,957129235,17-03-2025 23:46,Salary Deposit,,79883.56
TXN4000410,924583611,14-05-2025 02:51,Investment Dividend,,6172.64
TXN4000411,259331851,27-02-2025 21:19,Mutual Fund SIP,14493.43,
TXN4000412,560058708,29-05-2025 07:36,Zomato Order,1027.03,
TXN4000413,924583611,18-09-2025 01:13,Utility Bill - Electricity,3159.22,
TXN4000414,924583611,20-04-2025 11:19,Mutual Fund SIP,4710.33,
TXN4000415,924583611,12-05-2025 17:28,Refund - Online Purchase,,5583.40
TXN4000416,259331851,18-03-2025 01:55,Transfer to Friend,16305.07,
TXN4000417,192139634,06-08-2025 05:15,Interest Credit,,395.51
TXN4000418,924583611,19-08-2025 17:17,Freelance Payment,,12392.82
TXN4000419,957129235,09-01-2025 18:21,Freelance Payment,,20729.91
TXN4000420,544914915,08-04-2025 02:23,Freelance Payment,,28600.49
TXN4000421,924583611,01-10-2025 18:06,Transfer to Friend,12640.49,
TXN4000422,192139634,20-06-2025 07:14,Swiggy Instamart,706.05,
TXN4000423,560058708,03-05-2025 23:43,ATM Withdrawal,3291.27,
TXN4000424,305218736,05-04-2025 17:12,Freelance Payment,,21953.17
TXN4000425,635153307,23-07-2025 15:47,Insurance Premium,12961.77,
TXN4000426,573064860,10-09-2025 12:51,Zomato Order,582.26,
TXN4000427,259331851,16-07-2025 11:29,Grocery Purchase,3598.76,
TXN4000428,544914915,21-05-2025 01:38,Subscription Renewal,414.44,
TXN4000429,259331851,02-06-2025 22:34,Utility Bill - Electricity,2387.42,
TXN4000430,635153307,12-03-2025 01:51,Online Shopping - Flipkart,4953.61,
TXN4000431,259331851,05-01-2025 04:57,Grocery Purchase,2553.25,
TXN4000432,957129235,06-07-2025 15:27,Utility Bill - Electricity,3101.52,
TXN4000433,192139634,29-07-2025 15:29,Interest Credit,,337.99
TXN4000434,259331851,16-07-2025 10:01,Freelance Payment,,29522.94
TXN4000435,259331851,14-08-2025 00:59,Online Shopping - Amazon,2842.85,
TXN4000436,544914915,09-01-2025 09:31,Refund - Online Purchase,,5301.49
TXN4000437,957129235,10-08-2025 08:16,Refund - Online Purchase,,2012.07
TXN4000438,544914915,26-03-2025 02:20,Interest Credit,,368.29
TXN4000439,192139634,03-10-2025 11:57,Fuel Expense,3586.46,
TXN4000440,635153307,29-10-2025 10:04,Restaurant Bill,772.78,
TXN4000441,924583611,14-08-2025 19:11,Online Shopping - Amazon,1424.57,
TXN4000442,578818953,24-06-2025 20:36,Subscription Renewal,775.82,
TXN4000443,578818953,09-03-2025 08:33,ATM Withdrawal,8176.72,
TXN4000444,192139634,30-08-2025 05:48,Zomato Order,458.06,
TXN4000445,544914915,27-01-2025 13:08,Transfer to Friend,7755.32,
TXN4000446,924583611,18-09-2025 15:43,Cash Deposit,,29991.01
TXN4000447,924583611,25-06-2025 05:37,Transfer to Friend,12593.91,
TXN4000448,544914915,29-04-2025 20:17,Cash Deposit,,30455.61
TXN4000449,544914915,25-04-2025 05:11,Freelance Payment,,16763.29
TXN4000450,924583611,30-01-2025 13:55,Freelance Payment,,7029.28
TXN4000451,957129235,17-06-2025 22:05,Zomato Order,649.87,
TXN4000452,957129235,08-05-2025 10:00,Transfer to Friend,13108.01,
TXN4000453,544914915,08-01-2025 11:50,Swiggy Instamart,367.86,
TXN4000454,924583611,31-07-2025 12:36,Insurance Premium,9782.57,
TXN4000455,957129235,20-02-2025 08:28,Subscription Renewal,1057.15,
TXN4000456,192139634,01-02-2025 22:51,Insurance Premium,5198.05,
TXN4000457,924583611,05-03-2025 15:46,UPI Payment,1124.85,
TXN4000458,635153307,11-04-2025 10:49,Grocery Purchase,1821.37,
TXN4000459,957129235,29-01-2025 13:28,Transfer to Friend,3925.98,
TXN4000460,924583611,13-10-2025 10:21,Swiggy Instamart,592.31,
TXN4000461,192139634,20-10-2025 00:49,Refund - Online Purchase,,6365.69
TXN4000462,578818953,17-04-2025 05:11,UPI Payment,1002.17,
TXN4000463,957129235,25-08-2025 08:47,Fuel Expense,2927.87,
TXN4000464,578818953,11-04-2025 10:57,Interest Credit,,90.15
TXN4000465,544914915,21-10-2025 09:06,Transfer to Friend,15497.69,
TXN4000466,924583611,25-05-2025 02:22,Freelance Payment,,25846.73
TXN4000467,635153307,24-05-2025 12:13,Utility Bill - Electricity,1722.74,
TXN4000468,635153307,27-05-2025 18:36,Transfer to Friend,21068.01,
TXN4000469,305218736,08-01-2025 09:48,Fuel Expense,1110.24,
TXN4000470,259331851,10-09-2025 03:38,Swiggy Instamart,756.07,
TXN4000471,578818953,18-06-2025 12:52,Restaurant Bill,1719.08,
TXN4000472,957129235,22-10-2025 00:23,Grocery Purchase,3637.10,
TXN4000473,560058708,24-02-2025 11:34,Salary Deposit,,97305.48
TXN4000474,192139634,02-10-2025 14:12,Freelance Payment,,8614.64
TXN4000475,544914915,17-01-2025 19:09,Transfer to Friend,4979.50,
TXN4000476,305218736,20-10-2025 11:07,Salary Deposit,,55059.54
TXN4000477,560058708,30-03-2025 12:13,ATM Withdrawal,12026.08,
TXN4000478,957129235,26-07-2025 04:10,Utility Bill - Electricity,1998.56,
TXN4000479,635153307,22-03-2025 16:13,Freelance Payment,,8197.54
TXN4000480,544914915,12-03-2025 03:17,Swiggy Instamart,531.11,
TXN4000481,560058708,09-08-2025 05:11,Cash Deposit,,33457.19
TXN4000482,192139634,04-05-2025 17:00,UPI Payment,674.97,
TXN4000483,544914915,28-10-2025 20:01,Refund - Online Purchase,,984.06
TXN4000484,924583611,25-07-2025 14:37,Transfer to Friend,20401.99,
TXN4000485,192139634,27-10-2025 01:16,Freelance Payment,,21596.49
TXN4000486,924583611,01-04-2025 09:08,ATM Withdrawal,6252.87,
TXN4000487,924583611,30-07-2025 18:56,Investment Dividend,,1088.80
TXN4000488,578818953,05-07-2025 11:13,Grocery Purchase,3074.20,
TXN4000489,578818953,12-08-2025 17:34,Fuel Expense,2766.64,
TXN4000490,192139634,31-08-2025 09:34,Fuel Expense,830.71,
TXN4000491,957129235,29-08-2025 00:04,Mutual Fund SIP,3113.59,
TXN4000492,544914915,08-09-2025 23:44,Transfer to Friend,12930.79,
TXN4000493,305218736,22-04-2025 21:01,Online Shopping - Flipkart,4515.53,
TXN4000494,544914915,01-06-2025 23:18,Zomato Order,856.14,
TXN4000495,635153307,27-02-2025 13:43,Swiggy Instamart,1453.65,
TXN4000496,544914915,14-07-2025 11:53,Investment Dividend,,6170.52
TXN4000497,192139634,24-02-2025 09:23,Zomato Order,403.33,
TXN4000498,924583611,08-08-2025 08:19,Utility Bill - Electricity,3270.17,
TXN4000499,305218736,17-02-2025 17:24,Online Shopping - Flipkart,1705.81,
TXN4000500,924583611,03-07-2025 19:57,Restaurant Bill,2295.45,
TXN4000501,259331851,20-01-2025 16:06,Insurance Premium,14670.61,
TXN4000502,578818953,18-09-2025 15:09,Interest Credit,,458.13
TXN4000503,635153307,22-06-2025 17:50,Swiggy Instamart,1259.83,
TXN4000504,578818953,01-09-2025 16:29,Cash Deposit,,7849.19
TXN4000505,560058708,13-05-2025 21:54,Fuel Expense,656.59,
TXN4000506,259331851,06-09-2025 13:39,ATM Withdrawal,4698.64,
TXN4000507,635153307,29-09-2025 22:09,Freelance Payment,,8936.76
TXN4000508,544914915,16-02-2025 10:23,Utility Bill - Electricity,3347.98,
TXN4000509,192139634,01-02-2025 13:47,Refund - Online Purchase,,1454.11
TXN4000510,560058708,18-10-2025 07:12,Salary Deposit,,58203.91
TXN4000511,544914915,18-10-2025 02:32,Utility Bill - Electricity,1362.87,
TXN4000512,192139634,21-10-2025 18:44,Swiggy Instamart,1445.41,
TXN4000513,259331851,05-03-2025 03:32,Investment Dividend,,10029.56
TXN4000514,544914915,02-05-2025 17:18,Zomato Order,1258.63,
TXN4000515,924583611,06-05-2025 15:47,Online Shopping - Flipkart,2363.99,
TXN4000516,192139634,12-02-2025 03:11,Online Shopping - Amazon,3745.20,
TXN4000517,578818953,29-08-2025 17:07,ATM Withdrawal,1512.90,
TXN4000518,924583611,06-05-2025 18:36,Interest Credit,,156.28
TXN4000519,305218736,18-03-2025 06:54,Subscription Renewal,546.85,
TXN4000520,578818953,05-05-2025 10:50,Zomato Order,961.70,
TXN4000521,573064860,24-05-2025 15:10,Insurance Premium,7860.70,
TXN4000522,573064860,13-08-2025 16:04,Insurance Premium,8698.97,
TXN4000523,305218736,13-07-2025 07:32,Zomato Order,1486.00,
TXN4000524,305218736,13-09-2025 07:40,Transfer to Friend,20707.29,
TXN4000525,957129235,13-07-2025 00:07,Transfer to Friend,10609.21,
TXN4000526,957129235,27-01-2025 23:55,Online Shopping - Flipkart,3841.02,
TXN4000527,259331851,18-01-2025 02:12,Freelance Payment,,13393.23
TXN4000528,957129235,14-06-2025 15:33,Fuel Expense,859.02,
TXN4000529,957129235,09-10-2025 13:35,Swiggy Instamart,436.85,
TXN4000530,635153307,20-07-2025 05:05,Salary Deposit,,84622.69
TXN4000531,573064860,30-09-2025 16:53,Fuel Expense,1383.35,
TXN4000532,544914915,27-02-2025 12:51,Insurance Premium,8368.39,
TXN4000533,635153307,24-09-2025 12:53,Mutual Fund SIP,9082.36,
TXN4000534,924583611,11-06-2025 15:11,Swiggy Instamart,1161.16,
TXN4000535,635153307,01-05-2025 00:20,Freelance Payment,,13734.21
TXN4000536,578818953,08-06-2025 02:38,Online Shopping - Amazon,3589.47,
TXN4000537,305218736,24-08-2025 03:25,ATM Withdrawal,10575.00,
TXN4000538,560058708,26-08-2025 06:42,Fuel Expense,762.12,
TXN4000539,544914915,07-10-2025 13:26,Utility Bill - Electricity,1952.30,
TXN4000540,259331851,24-10-2025 21:27,Online Shopping - Amazon,1699.82,
TXN4000541,192139634,13-04-2025 10:57,Investment Dividend,,11286.81
TXN4000542,305218736,09-08-2025 00:43,Insurance Premium,8472.32,
TXN4000543,544914915,26-06-2025 05:12,Cash Deposit,,9645.90
TXN4000544,957129235,30-10-2025 23:02,Cash Deposit,,21635.18
TXN4000545,635153307,16-10-2025 19:44,Utility Bill - Electricity,2929.21,
TXN4000546,305218736,03-07-2025 12:53,Refund - Online Purchase,,1375.96
TXN4000547,560058708,18-04-2025 13:17,Grocery Purchase,3902.80,
TXN4000548,544914915,18-08-2025 23:38,Utility Bill - Electricity,2360.66,
TXN4000549,635153307,30-01-2025 17:00,Freelance Payment,,12380.69
TXN4000550,924583611,09-09-2025 04:10,Transfer to Friend,24136.70,
TXN4000551,305218736,02-03-2025 15:51,Insurance Premium,7447.55,
TXN4000552,192139634,31-01-2025 07:02,Insurance Premium,10775.57,
TXN4000553,578818953,19-05-2025 18:44,UPI Payment,204.15,
TXN4000554,578818953,23-07-2025 02:28,Subscription Renewal,721.16,
TXN4000555,259331851,16-09-2025 17:28,Online Shopping - Flipkart,2833.50,
TXN4000556,560058708,18-02-2025 15:53,Refund - Online Purchase,,5449.68
TXN4000557,573064860,04-02-2025 10:22,Swiggy Instamart,258.83,
TXN4000558,635153307,10-06-2025 22:45,Cash Deposit,,27912.04
TXN4000559,305218736,16-01-2025 16:33,Fuel Expense,2043.94,
TXN4000560,578818953,26-06-2025 12:01,Transfer to Friend,7944.99,
TXN4000561,544914915,07-08-2025 16:12,Cash Deposit,,49338.30
TXN4000562,924583611,23-04-2025 04:31,ATM Withdrawal,1616.05,
TXN4000563,259331851,14-09-2025 18:44,Insurance Premium,14349.48,
TXN4000564,560058708,14-05-2025 02:50,Refund - Online Purchase,,5742.84
TXN4000565,305218736,17-05-2025 02:22,Refund - Online Purchase,,4105.70
TXN4000566,635153307,17-10-2025 22:28,Transfer to Friend,21449.90,
TXN4000567,544914915,11-04-2025 18:23,Insurance Premium,5033.09,
TXN4000568,573064860,06-01-2025 02:27,UPI Payment,1051.89,
TXN4000569,924583611,30-09-2025 15:21,Online Shopping - Flipkart,4110.25,
TXN4000570,573064860,20-09-2025 14:41,Freelance Payment,,8556.74
TXN4000571,192139634,07-04-2025 04:04,Fuel Expense,3797.58,
TXN4000572,305218736,05-05-2025 04:02,Subscription Renewal,637.40,
TXN4000573,635153307,26-01-2025 00:07,Subscription Renewal,749.93,
TXN4000574,573064860,16-08-2025 15:22,Subscription Renewal,1104.18,
TXN4000575,578818953,24-03-2025 16:42,Refund - Online Purchase,,5599.34
TXN4000576,957129235,10-06-2025 12:36,Zomato Order,324.40,
TXN4000577,578818953,06-07-2025 10:16,Salary Deposit,,83044.04
TXN4000578,578818953,14-05-2025 18:07,Online Shopping - Flipkart,4431.21,
TXN4000579,305218736,28-10-2025 22:50,UPI Payment,2246.08,
TXN4000580,924583611,05-07-2025 05:14,Online Shopping - Flipkart,3045.24,
TXN4000581,635153307,13-08-2025 22:25,Online Shopping - Amazon,627.35,
TXN4000582,192139634,11-08-2025 02:26,Fuel Expense,1919.51,
TXN4000583,924583611,07-05-2025 08:24,Transfer to Friend,13988.69,
TXN4000584,192139634,27-01-2025 02:11,Utility Bill - Electricity,1087.70,
TXN4000585,259331851,13-03-2025 20:25,Mutual Fund SIP,9907.79,
TXN4000586,573064860,11-09-2025 11:47,Transfer to Friend,22054.96,
TXN4000587,924583611,08-10-2025 02:43,Transfer to Friend,3380.60,
TXN4000588,578818953,09-09-2025 14:33,UPI Payment,2861.76,
TXN4000589,924583611,25-01-2025 22:44,Cash Deposit,,48741.57
TXN4000590,259331851,10-05-2025 11:28,Utility Bill - Electricity,2647.78,
TXN4000591,573064860,17-04-2025 13:06,Interest Credit,,430.53
TXN4000592,544914915,08-03-2025 17:13,Mutual Fund SIP,4570.81,
TXN4000593,544914915,16-01-2025 08:56,UPI Payment,2361.63,
TXN4000594,305218736,06-01-2025 19:00,Restaurant Bill,3564.20,
TXN4000595,544914915,05-02-2025 05:43,ATM Withdrawal,13360.05,
TXN4000596,544914915,28-08-2025 08:15,Insurance Premium,7669.79,
TXN4000597,578818953,26-09-2025 02:26,Online Shopping - Amazon,1195.60,
TXN4000598,924583611,16-05-2025 22:54,Transfer to Friend,4664.25,
TXN4000599,578818953,12-07-2025 07:51,Freelance Payment,,20694.55
TXN4000600,305218736,09-07-2025 13:58,Insurance Premium,5521.27,
TXN4000601,635153307,02-09-2025 08:17,Online Shopping - Flipkart,1528.25,
TXN4000602,192139634,09-08-2025 07:42,UPI Payment,2678.91,
TXN4000603,635153307,19-01-2025 17:34,Freelance Payment,,25570.30
TXN4000604,578818953,19-06-2025 20:49,Fuel Expense,2461.58,
TXN4000605,635153307,23-09-2025 03:10,Investment Dividend,,3865.85
TXN4000606,924583611,04-09-2025 19:24,Fuel Expense,1608.42,
TXN4000607,957129235,29-01-2025 12:32,Grocery Purchase,4158.37,
TXN4000608,305218736,21-09-2025 23:28,Online Shopping - Flipkart,2196.08,
TXN4000609,192139634,28-10-2025 17:07,Fuel Expense,3579.44,
TXN4000610,544914915,28-04-2025 17:45,Fuel Expense,3047.36,
TXN4000611,635153307,31-08-2025 16:58,Zomato Order,408.97,
TXN4000612,259331851,06-08-2025 15:59,Salary Deposit,,42777.24
TXN4000613,578818953,26-06-2025 00:24,Grocery Purchase,452.55,
TXN4000614,578818953,20-02-2025 11:31,Refund - Online Purchase,,3190.19
TXN4000615,573064860,25-02-2025 04:20,Online Shopping - Amazon,1806.82,
TXN4000616,259331851,02-09-2025 10:36,Cash Deposit,,40613.65
TXN4000617,957129235,05-06-2025 09:24,Cash Deposit,,15989.39
TXN4000618,957129235,31-01-2025 05:24,Online Shopping - Amazon,2302.14,
TXN4000619,544914915,03-03-2025 10:16,ATM Withdrawal,2393.46,
TXN4000620,924583611,20-08-2025 12:02,Grocery Purchase,3575.90,
TXN4000621,957129235,23-08-2025 21:21,Utility Bill - Electricity,744.40,
TXN4000622,560058708,20-01-2025 00:04,Online Shopping - Amazon,3014.33,
TXN4000623,957129235,22-02-2025 16:26,Subscription Renewal,489.26,
TXN4000624,259331851,08-02-2025 19:26,Online Shopping - Amazon,1109.98,
TXN4000625,578818953,11-06-2025 13:39,Freelance Payment,,7847.99
TXN4000626,573064860,28-08-2025 17:19,UPI Payment,2001.23,
TXN4000627,924583611,22-03-2025 09:05,Insurance Premium,3878.97,
TXN4000628,560058708,02-01-2025 21:16,Freelance Payment,,24982.55
TXN4000629,957129235,07-03-2025 17:31,Utility Bill - Electricity,2517.20,
TXN4000630,924583611,13-07-2025 09:09,Online Shopping - Amazon,2431.80,
TXN4000631,560058708,21-01-2025 11:45,Cash Deposit,,54031.97
TXN4000632,560058708,17-09-2025 01:53,Freelance Payment,,18800.45
TXN4000633,544914915,10-09-2025 10:48,Online Shopping - Flipkart,2109.22,
TXN4000634,305218736,22-07-2025 12:36,UPI Payment,2194.96,
TXN4000635,957129235,11-02-2025 04:41,Insurance Premium,14465.29,
TXN4000636,635153307,29-10-2025 13:44,Mutual Fund SIP,9508.94,
TXN4000637,957129235,17-03-2025 13:50,Online Shopping - Amazon,1588.66,
TXN4000638,957129235,16-01-2025 04:00,Subscription Renewal,1300.00,
TXN4000639,560058708,11-02-2025 03:55,Transfer to Friend,7377.84,
TXN4000640,573064860,11-03-2025 20:17,Zomato Order,425.10,
TXN4000641,957129235,01-05-2025 23:27,Investment Dividend,,8632.76
TXN4000642,573064860,04-06-2025 05:51,Salary Deposit,,85429.63
TXN4000643,544914915,22-06-2025 07:27,Zomato Order,864.88,
TXN4000644,259331851,19-07-2025 02:46,Insurance Premium,8218.67,
TXN4000645,957129235,23-10-2025 11:29,Online Shopping - Flipkart,1553.52,
TXN4000646,259331851,13-01-2025 03:17,Online Shopping - Flipkart,3720.19,
TXN4000647,305218736,02-01-2025 02:24,UPI Payment,1265.64,
TXN4000648,924583611,06-01-2025 19:39,ATM Withdrawal,6867.88,
TXN4000649,305218736,24-09-2025 14:23,Insurance Premium,3895.71,
TXN4000650,573064860,18-08-2025 02:35,Zomato Order,1312.65,
TXN4000651,259331851,04-04-2025 21:32,Insurance Premium,12009.42,
TXN4000652,192139634,24-09-2025 21:22,Salary Deposit,,49600.53
TXN4000653,924583611,10-09-2025 19:40,Cash Deposit,,38792.15
TXN4000654,259331851,13-08-2025 15:12,Mutual Fund SIP,12780.94,
TXN4000655,305218736,10-10-2025 23:07,Swiggy Instamart,1785.81,
TXN4000656,259331851,24-04-2025 16:57,Fuel Expense,1964.03,
TXN4000657,635153307,25-10-2025 18:29,Zomato Order,267.30,
TXN4000658,544914915,01-07-2025 07:53,Online Shopping - Flipkart,984.94,
TXN4000659,544914915,02-05-2025 12:42,Online Shopping - Amazon,3834.40,
TXN4000660,544914915,20-06-2025 16:10,Refund - Online Purchase,,3230.43
TXN4000661,192139634,29-06-2025 10:24,Freelance Payment,,11970.16
TXN4000662,924583611,01-04-2025 05:44,Restaurant Bill,617.26,
TXN4000663,578818953,11-04-2025 08:01,Refund - Online Purchase,,2561.05
TXN4000664,259331851,06-07-2025 15:17,Restaurant Bill,2211.87,
TXN4000665,192139634,07-07-2025 02:08,Restaurant Bill,2786.06,
TXN4000666,573064860,11-10-2025 00:19,Cash Deposit,,7847.99
TXN4000667,635153307,06-08-2025 08:27,UPI Payment,874.63,
TXN4000668,578818953,26-04-2025 08:56,Refund - Online Purchase,,3887.89
TXN4000669,578818953,15-05-2025 11:17,Freelance Payment,,19207.47
TXN4000670,573064860,16-08-2025 11:25,Refund - Online Purchase,,2851.44
TXN4000671,544914915,06-07-2025 15:17,Salary Deposit,,47643.85
TXN4000672,192139634,25-01-2025 05:57,Fuel Expense,3300.34,
TXN4000673,957129235,14-04-2025 09:44,Online Shopping - Amazon,1109.52,
TXN4000674,924583611,26-09-2025 14:16,Investment Dividend,,2897.01
TXN4000675,578818953,07-04-2025 18:33,Subscription Renewal,980.71,
TXN4000676,544914915,02-09-2025 15:34,Grocery Purchase,4528.79,
TXN4000677,635153307,15-08-2025 00:48,Zomato Order,1101.41,
TXN4000678,560058708,01-01-2025 07:58,Transfer to Friend,4877.16,
TXN4000679,635153307,09-10-2025 06:09,Cash Deposit,,17374.48
TXN4000680,573064860,17-07-2025 11:43,Mutual Fund SIP,9746.56,
TXN4000681,924583611,04-05-2025 09:57,Salary Deposit,,94770.13
TXN4000682,544914915,22-10-2025 22:27,Transfer to Friend,8605.22,
TXN4000683,544914915,17-04-2025 13:08,Interest Credit,,83.80
TXN4000684,544914915,31-10-2025 10:13,Insurance Premium,5055.21,
TXN4000685,635153307,02-08-2025 03:52,Interest Credit,,141.02
TXN4000686,259331851,14-05-2025 03:22,Freelance Payment,,12495.53
TXN4000687,635153307,17-10-2025 12:45,Swiggy Instamart,1256.25,
TXN4000688,924583611,03-01-2025 17:41,Freelance Payment,,14466.63
